"","day","1","2","3","4","5","median"
"149",149,18,9,25,8,26,18
"150",150,20,9,25,8,25,20
"151",151,21,7,25,8,23,21
"152",152,19,8,25,7,22,19
"153",153,18,8,27,8,22,18
"154",154,16,8,27,8,20,16
"155",155,19,10,28,8,21,19
"156",156,20,9,26,8,24,20
"157",157,16,10,24,8,26,16
"158",158,16,11,24,8,26,16
"159",159,17,10,22,7,23,17
"160",160,16,11,22,6,21,16
"161",161,15,11,23,6,23,15
"162",162,13,10,23,5,25,13
"163",163,12,9,24,5,25,12
"164",164,14,8,24,5,24,14
"165",165,14,7,25,3,25,14
"166",166,12,8,25,3,25,12
"167",167,13,9,24,2,25,13
"168",168,14,8,24,2,23,14
"169",169,13,8,24,2,22,13
"170",170,13,8,23,3,21,13
"171",171,14,9,20,4,19,14
"172",172,15,10,17,4,20,15
"173",173,13,9,19,5,17,13
"174",174,13,7,18,6,21,13
"175",175,13,7,19,6,22,13
"176",176,13,8,17,4,22,13
"177",177,14,8,17,4,19,14
"178",178,15,9,17,4,18,15
"179",179,15,9,20,3,14,14
"180",180,17,12,20,3,17,17
"181",181,16,13,21,3,16,16
"182",182,17,14,22,5,17,17
"183",183,17,14,22,3,18,17
"184",184,21,14,22,3,20,20
"185",185,17,12,23,3,22,17
"186",186,15,14,22,3,22,15
"187",187,16,13,23,3,24,16
"188",188,15,13,24,3,25,15
"189",189,13,13,25,3,22,13
"190",190,12,13,24,3,23,13
"191",191,11,13,24,2,24,13
"192",192,11,14,25,2,26,14
"193",193,10,15,26,3,23,15
"194",194,9,15,27,3,25,15
"195",195,8,14,27,5,25,14
"196",196,7,14,26,4,25,14
"197",197,8,14,28,4,24,14
"198",198,11,13,26,3,25,13
"199",199,11,11,28,3,25,11
"200",200,11,11,28,3,22,11
"201",201,10,11,28,3,23,11
"202",202,10,9,30,3,19,10
"203",203,10,9,28,2,20,10
"204",204,10,10,27,1,22,10
"205",205,9,10,25,1,21,10
"206",206,8,8,24,1,22,8
"207",207,9,8,24,1,19,9
"208",208,10,8,24,1,19,10
"209",209,10,9,24,1,22,10
"210",210,8,9,25,1,20,9
"211",211,9,9,23,2,22,9
"212",212,8,10,23,3,23,10
"213",213,9,12,24,3,23,12
"214",214,8,12,23,3,23,12
"215",215,8,12,22,3,24,12
"216",216,8,12,23,3,25,12
"217",217,9,11,21,3,24,11
"218",218,11,11,23,3,28,11
"219",219,12,11,21,3,28,12
"220",220,14,11,21,4,27,14
"221",221,15,9,23,4,25,15
"222",222,14,9,23,3,26,14
"223",223,15,10,19,3,25,15
"224",224,14,11,20,3,25,14
"225",225,14,12,19,3,27,14
"226",226,15,13,20,4,26,15
"227",227,16,13,21,4,24,16
"228",228,16,12,21,5,24,16
"229",229,15,10,22,5,25,15
"230",230,14,10,20,4,24,14
"231",231,17,9,20,3,23,17
"232",232,17,8,21,3,24,17
"233",233,18,8,22,3,27,18
"234",234,20,8,21,4,23,20
"235",235,19,7,22,3,26,19
"236",236,18,7,22,3,27,18
"237",237,18,8,24,3,27,18
"238",238,17,7,23,3,25,17
"239",239,19,7,23,4,25,19
"240",240,22,7,19,4,27,19
"241",241,21,7,20,4,22,20
"242",242,22,7,18,4,22,18
"243",243,24,6,19,3,22,19
"244",244,27,6,20,3,23,20
"245",245,25,6,22,2,20,20
"246",246,24,6,21,2,21,21
"247",247,22,6,22,2,20,20
"248",248,23,6,23,2,16,16
"249",249,22,6,22,2,16,16
"250",250,21,6,21,2,16,16
"251",251,19,6,23,2,14,14
"252",252,19,6,20,2,15,15
"253",253,20,6,18,2,12,12
"254",254,20,6,17,2,12,12
"255",255,20,5,16,2,13,13
"256",256,18,5,19,2,14,14
"257",257,16,5,20,3,14,14
"258",258,13,5,20,5,14,13
"259",259,15,4,21,4,14,14
"260",260,14,3,22,4,13,13
"261",261,14,3,25,4,13,13
"262",262,15,4,27,5,13,13
"263",263,14,4,28,5,15,14
"264",264,13,3,28,6,16,13
"265",265,14,4,27,5,17,14
"266",266,13,3,30,5,19,13
"267",267,16,3,30,5,19,16
"268",268,15,3,28,5,21,15
"269",269,15,4,28,3,22,15
"270",270,17,4,27,3,24,17
"271",271,13,4,28,3,24,13
"272",272,12,4,26,3,26,12
"273",273,12,4,27,3,25,12
"274",274,11,4,26,3,23,11
"275",275,11,3,29,3,23,11
"276",276,10,4,28,2,21,10
"277",277,10,4,30,2,23,10
"278",278,10,3,28,3,25,10
"279",279,8,3,26,4,23,8
"280",280,7,3,24,4,24,7
"281",281,7,3,24,4,24,7
"282",282,7,3,21,5,24,7
"283",283,9,3,22,4,22,9
"284",284,8,2,23,6,21,8
"285",285,11,2,26,6,19,11
"286",286,9,1,26,7,17,9
"287",287,11,1,25,7,17,11
"288",288,11,1,24,7,17,11
"289",289,10,2,24,7,17,10
"290",290,11,3,24,5,17,11
"291",291,12,1,23,4,17,12
"292",292,10,0,26,5,20,10
"293",293,10,2,26,5,18,10
"294",294,10,2,26,4,20,10
"295",295,10,2,26,4,20,10
"296",296,9,1,23,4,20,9
"297",297,11,1,22,4,19,11
"298",298,12,2,24,4,20,12
"299",299,11,2,21,3,21,11
"300",300,13,2,20,3,20,13
"301",301,13,1,18,3,22,13
"302",302,10,1,18,3,25,10
"303",303,7,1,20,3,25,7
"304",304,6,1,25,3,25,6
"305",305,6,1,25,3,23,6
"306",306,6,1,24,3,21,6
"307",307,7,2,21,3,23,7
"308",308,8,2,24,2,25,8
"309",309,15,2,22,4,26,15
"310",310,16,3,20,3,26,16
"311",311,18,4,22,3,27,18
"312",312,17,4,27,6,30,17
"313",313,22,5,29,6,35,22
"314",314,26,4,35,7,37,26
"315",315,29,4,43,8,39,29
"316",316,33,4,51,8,46,33
"317",317,34,3,54,8,49,34
"318",318,34,5,61,10,55,34
"319",319,34,6,68,8,59,34
"320",320,41,8,76,9,60,41
"321",321,54,7,85,12,73,54
"322",322,69,6,83,13,86,69
"323",323,73,8,85,15,102,73
"324",324,81,11,94,18,116,81
"325",325,90,12,108,18,132,90
"326",326,95,20,124,25,138,95
"327",327,106,23,147,29,150,106
"328",328,127,25,173,29,176,127
"329",329,146,31,194,33,200,146
"330",330,163,36,220,41,227,163
"331",331,191,40,254,47,269,191
"332",332,213,38,294,49,309,213
"333",333,241,44,344,63,367,241
"334",334,285,58,399,73,419,285
"335",335,331,65,453,72,480,331
"336",336,387,77,542,86,542,387
"337",337,448,84,617,93,597,448
"338",338,491,89,715,100,668,491
"339",339,585,107,802,121,782,585
"340",340,678,121,912,134,865,678
"341",341,746,146,1009,148,989,746
"342",342,855,163,1145,169,1105,855
"343",343,963,184,1276,182,1223,963
"344",344,1091,210,1457,205,1391,1091
"345",345,1227,243,1650,242,1595,1227
"346",346,1412,257,1841,272,1817,1412
"347",347,1600,289,2075,317,2039,1600
"348",348,1777,330,2324,367,2287,1777
"349",349,1977,369,2594,425,2566,1977
"350",350,2252,420,2920,466,2865,2252
"351",351,2526,489,3247,533,3251,2526
"352",352,2872,569,3627,581,3622,2872
"353",353,3230,637,4035,666,4068,3230
"354",354,3568,716,4512,764,4551,3568
"355",355,4004,820,5020,880,5094,4004
"356",356,4451,924,5504,983,5621,4451
"357",357,4915,1037,6079,1103,6140,4915
"358",358,5419,1153,6685,1245,6615,5419
"359",359,5944,1325,7276,1439,7265,5944
"360",360,6568,1477,7969,1646,7903,6568
"361",361,7161,1694,8676,1864,8549,7161
"362",362,7789,1904,9354,2069,9253,7789
"363",363,8471,2139,10078,2356,9938,8471
"364",364,9207,2424,10776,2672,10637,9207
"365",365,9910,2759,11470,3012,11416,9910
"366",366,10568,3128,12110,3401,12127,10568
"367",367,11266,3483,12750,3759,12813,11266
"368",368,12004,3864,13429,4208,13365,12004
"369",369,12644,4350,14028,4659,14031,12644
"370",370,13352,4898,14559,5150,14596,13352
"371",371,13903,5421,15127,5685,15062,13903
"372",372,14436,5982,15574,6256,15518,14436
"373",373,14895,6608,15874,6826,15860,14895
"374",374,15268,7258,16165,7421,16159,15268
"375",375,15680,7904,16400,8114,16497,15680
"376",376,16049,8586,16637,8804,16732,16049
"377",377,16308,9364,16770,9518,16920,16308
"378",378,16534,10040,16849,10306,17040,16534
"379",379,16648,10739,16779,10991,16990,16648
"380",380,16749,11537,16719,11660,16890,16719
"381",381,16820,12229,16647,12334,16797,16647
"382",382,16808,12855,16348,12978,16661,16348
"383",383,16756,13416,16117,13671,16421,16117
"384",384,16571,14019,15891,14268,16179,15891
"385",385,16279,14604,15675,14790,15877,15675
"386",386,16060,15190,15311,15206,15582,15311
"387",387,15769,15611,15017,15682,15212,15611
"388",388,15519,16030,14555,15929,14798,15519
"389",389,15280,16326,14159,16334,14432,15280
"390",390,14901,16661,13746,16501,14008,14901
"391",391,14489,16896,13276,16684,13555,14489
"392",392,14042,17044,12770,16837,13141,14042
"393",393,13609,17075,12323,16841,12669,13609
"394",394,13139,17144,11816,16882,12222,13139
"395",395,12681,17029,11301,16851,11727,12681
"396",396,12211,16894,10812,16789,11224,12211
"397",397,11687,16810,10341,16600,10767,11687
"398",398,11265,16599,9894,16439,10296,11265
"399",399,10820,16324,9474,16160,9894,10820
"400",400,10371,16078,9074,15869,9469,10371
"401",401,9917,15690,8633,15535,9051,9917
"402",402,9428,15301,8227,15176,8641,9428
"403",403,8991,14953,7798,14697,8235,8991
"404",404,8580,14531,7399,14317,7858,8580
"405",405,8188,14099,7023,13885,7453,8188
"406",406,7744,13638,6672,13404,7067,7744
"407",407,7399,13216,6377,12961,6677,7399
"408",408,7041,12704,6047,12481,6348,7041
"409",409,6663,12267,5736,12013,6018,6663
"410",410,6345,11821,5417,11590,5663,6345
"411",411,6007,11307,5119,11055,5359,6007
"412",412,5721,10819,4834,10615,5076,5721
"413",413,5395,10364,4582,10181,4803,5395
"414",414,5097,9903,4341,9742,4579,5097
"415",415,4865,9469,4089,9295,4341,4865
"416",416,4627,9038,3842,8870,4095,4627
"417",417,4388,8604,3603,8476,3854,4388
"418",418,4133,8213,3409,8077,3635,4133
"419",419,3921,7802,3238,7672,3433,3921
"420",420,3728,7468,3038,7313,3241,3728
"421",421,3511,7077,2869,6906,3056,3511
"422",422,3318,6701,2700,6527,2829,3318
"423",423,3121,6329,2522,6176,2678,3121
"424",424,2957,5995,2363,5859,2522,2957
"425",425,2811,5672,2219,5531,2342,2811
"426",426,2627,5354,2085,5229,2216,2627
"427",427,2448,5078,1972,4933,2061,2448
"428",428,2301,4809,1852,4670,1933,2301
"429",429,2185,4546,1729,4417,1814,2185
"430",430,2061,4313,1604,4170,1701,2061
"431",431,1922,4073,1506,3938,1588,1922
"432",432,1789,3835,1416,3698,1492,1789
"433",433,1680,3627,1327,3492,1394,1680
"434",434,1571,3443,1235,3272,1306,1571
"435",435,1473,3224,1142,3066,1226,1473
"436",436,1399,3050,1090,2871,1155,1399
"437",437,1307,2878,1041,2696,1071,1307
"438",438,1225,2723,979,2556,1000,1225
"439",439,1154,2553,924,2390,933,1154
"440",440,1073,2387,867,2260,878,1073
"441",441,990,2257,821,2133,821,990
"442",442,925,2112,789,2012,763,925
"443",443,873,1975,744,1882,725,873
"444",444,826,1837,692,1769,680,826
"445",445,769,1723,647,1632,636,769
"446",446,725,1616,606,1528,592,725
"447",447,688,1525,568,1435,549,688
"448",448,636,1438,530,1358,516,636
"449",449,594,1352,485,1290,479,594
"450",450,540,1275,453,1213,438,540
"451",451,495,1198,421,1129,409,495
"452",452,455,1128,397,1053,374,455
"453",453,437,1050,364,983,357,437
"454",454,419,993,343,913,337,419
"455",455,396,940,318,863,312,396
"456",456,366,894,297,791,291,366
"457",457,339,839,283,742,277,339
"458",458,315,789,260,682,259,315
"459",459,296,733,237,644,240,296
"460",460,275,675,223,605,232,275
"461",461,253,624,209,574,215,253
"462",462,242,592,198,537,198,242
"463",463,224,561,183,504,185,224
"464",464,209,522,169,474,172,209
"465",465,197,492,165,441,159,197
"466",466,188,452,152,413,146,188
"467",467,176,411,144,394,137,176
"468",468,169,388,133,364,124,169
"469",469,157,366,127,344,114,157
"470",470,144,338,126,312,108,144
"471",471,137,320,113,295,102,137
"472",472,131,293,107,274,95,131
"473",473,124,273,101,253,86,124
"474",474,116,252,91,238,80,116
"475",475,109,235,80,217,74,109
"476",476,103,212,71,205,69,103
"477",477,96,201,65,191,62,96
"478",478,89,190,59,182,62,89
"479",479,85,182,55,171,56,85
"480",480,81,165,51,163,54,81
"481",481,73,154,47,153,49,73
"482",482,69,145,44,149,44,69
"483",483,64,139,42,137,41,64
"484",484,60,132,39,123,41,60
"485",485,57,122,36,115,37,57
"486",486,53,111,32,107,37,53
"487",487,50,101,30,105,35,50
"488",488,47,96,26,96,33,47
"489",489,41,91,24,89,30,41
"490",490,40,88,21,87,29,40
"491",491,37,84,20,82,28,37
"492",492,34,80,18,78,26,34
"493",493,28,71,18,76,26,28
"494",494,23,65,18,72,25,25
"495",495,22,63,15,67,25,25
"496",496,21,60,15,64,24,24
"497",497,20,56,12,57,22,22
"498",498,19,51,12,54,22,22
"499",499,17,50,12,52,21,21
"500",500,16,47,12,51,16,16
"501",501,13,44,12,46,16,16
"502",502,13,42,9,45,14,14
"503",503,13,37,9,42,13,13
"504",504,12,35,8,40,11,12
"505",505,10,33,8,39,11,11
"506",506,9,29,8,36,10,10
"507",507,9,29,8,35,9,9
"508",508,9,27,8,34,8,9
"509",509,8,24,8,30,7,8
"510",510,7,24,6,26,7,7
"511",511,7,22,5,24,7,7
"512",512,7,19,5,24,6,7
"513",513,7,17,3,21,6,7
"514",514,6,17,3,19,5,6
"515",515,6,17,3,18,5,6
"516",516,6,14,3,15,5,6
"517",517,5,12,3,15,3,5
"518",518,5,12,3,14,3,5
"519",519,5,11,3,12,3,5
"520",520,5,11,3,11,3,5
"521",521,4,10,3,8,3,4
"522",522,4,9,3,7,3,4
"523",523,4,9,3,7,3,4
"524",524,4,7,3,7,3,4
"525",525,4,7,3,6,3,4
"526",526,4,7,3,6,3,4
"527",527,3,6,3,6,3,3
"528",528,3,6,3,6,3,3
"529",529,3,6,2,6,2,3
"530",530,2,6,2,6,2,2
"531",531,2,6,2,5,2,2
"532",532,2,6,2,5,2,2
"533",533,2,5,2,4,2,2
"534",534,2,4,2,4,2,2
"535",535,2,4,2,4,2,2
"536",536,2,4,2,4,2,2
"537",537,2,4,2,4,2,2
"538",538,2,4,2,4,2,2
"539",539,2,4,1,4,1,2
"540",540,2,4,1,3,1,2
"541",541,2,4,1,3,1,2
"542",542,2,4,1,3,1,2
"543",543,2,4,1,2,1,2
"544",544,2,4,1,2,1,2
"545",545,2,4,1,2,0,2
"546",546,1,2,1,2,0,1
"547",547,1,2,1,2,0,1
"548",548,1,1,0,2,0,1
"549",549,1,1,0,2,0,1
"550",550,1,1,0,2,0,1
