"","day","1","2","3","4","5","median"
"149",149,11,16,8,23,5,11
"150",150,12,16,8,21,4,12
"151",151,10,15,8,21,4,10
"152",152,11,16,8,21,5,11
"153",153,13,16,7,22,6,13
"154",154,11,15,6,25,6,11
"155",155,11,18,7,25,6,11
"156",156,12,17,5,26,6,12
"157",157,10,16,5,27,6,10
"158",158,11,15,5,27,6,11
"159",159,10,14,5,26,7,10
"160",160,8,11,6,27,7,8
"161",161,9,10,6,24,7,9
"162",162,9,11,6,23,7,9
"163",163,8,14,7,23,7,8
"164",164,9,15,6,22,8,9
"165",165,8,15,5,18,8,8
"166",166,9,14,5,19,7,9
"167",167,8,15,6,17,7,8
"168",168,8,14,6,18,7,8
"169",169,7,14,4,18,4,7
"170",170,8,16,4,15,4,8
"171",171,8,17,5,16,4,8
"172",172,8,17,4,16,4,8
"173",173,11,16,5,16,4,11
"174",174,11,14,5,15,4,11
"175",175,11,15,5,15,4,11
"176",176,12,15,3,14,4,12
"177",177,12,16,4,14,5,12
"178",178,12,16,5,14,4,12
"179",179,12,16,4,15,4,12
"180",180,11,16,4,16,5,11
"181",181,13,14,4,15,5,13
"182",182,12,12,4,15,5,12
"183",183,13,12,5,14,5,12
"184",184,15,13,4,15,4,13
"185",185,16,13,4,14,4,13
"186",186,19,12,3,12,4,12
"187",187,17,13,3,13,4,13
"188",188,17,13,4,12,4,12
"189",189,15,12,4,12,4,12
"190",190,16,10,5,12,4,10
"191",191,14,9,6,12,3,9
"192",192,14,8,6,13,3,8
"193",193,14,9,6,12,3,9
"194",194,13,8,6,11,3,8
"195",195,12,10,7,12,2,10
"196",196,11,11,7,10,2,10
"197",197,11,10,7,10,3,10
"198",198,10,10,6,10,3,10
"199",199,9,10,6,10,3,9
"200",200,10,11,5,9,3,9
"201",201,10,10,4,9,2,9
"202",202,10,12,5,9,3,9
"203",203,10,11,3,11,5,10
"204",204,10,9,3,9,5,9
"205",205,10,9,4,9,5,9
"206",206,10,8,5,9,4,8
"207",207,10,9,5,11,4,9
"208",208,10,9,5,9,3,9
"209",209,9,10,5,8,3,8
"210",210,9,10,5,9,3,9
"211",211,9,12,6,9,4,9
"212",212,9,12,6,10,4,9
"213",213,8,12,6,10,5,8
"214",214,6,12,6,9,9,9
"215",215,8,12,6,10,10,10
"216",216,8,12,5,10,17,10
"217",217,8,13,5,9,19,9
"218",218,9,12,5,9,16,9
"219",219,10,12,5,10,19,10
"220",220,8,11,5,10,19,10
"221",221,7,11,5,9,19,9
"222",222,7,11,5,8,26,8
"223",223,7,11,5,8,26,8
"224",224,7,11,5,9,32,9
"225",225,6,10,5,9,31,9
"226",226,6,10,5,8,34,8
"227",227,6,10,6,8,34,8
"228",228,7,10,7,8,34,8
"229",229,6,11,8,8,36,8
"230",230,6,10,7,8,39,8
"231",231,6,9,4,8,41,8
"232",232,5,8,6,7,42,7
"233",233,4,7,6,6,38,6
"234",234,4,7,6,6,41,6
"235",235,4,6,6,6,39,6
"236",236,4,5,3,6,40,5
"237",237,4,5,2,5,38,5
"238",238,4,4,2,5,42,4
"239",239,4,4,2,5,45,4
"240",240,4,4,2,6,42,4
"241",241,5,2,2,6,39,5
"242",242,5,2,2,6,38,5
"243",243,6,2,2,6,37,6
"244",244,5,2,2,6,40,5
"245",245,6,2,2,5,40,5
"246",246,6,2,2,5,40,5
"247",247,6,3,2,5,40,5
"248",248,5,3,2,5,38,5
"249",249,4,3,3,4,38,4
"250",250,4,4,4,4,40,4
"251",251,4,4,3,3,43,4
"252",252,2,5,3,3,40,3
"253",253,4,4,7,3,38,4
"254",254,3,6,7,2,39,6
"255",255,2,9,8,3,36,8
"256",256,2,11,8,4,36,8
"257",257,2,10,11,3,35,10
"258",258,1,8,10,2,35,8
"259",259,1,8,12,2,33,8
"260",260,1,9,14,2,33,9
"261",261,0,12,14,2,34,12
"262",262,0,13,18,2,32,13
"263",263,1,15,22,2,33,15
"264",264,1,13,20,2,35,13
"265",265,2,15,25,3,34,15
"266",266,2,16,27,3,35,16
"267",267,3,20,33,3,34,20
"268",268,4,20,34,4,32,20
"269",269,5,22,36,4,25,22
"270",270,5,23,39,4,25,23
"271",271,3,25,40,4,24,24
"272",272,8,24,40,11,20,20
"273",273,10,24,38,11,20,20
"274",274,15,27,37,10,22,22
"275",275,17,28,36,11,23,23
"276",276,17,30,33,14,22,22
"277",277,21,33,33,14,19,21
"278",278,23,34,33,16,19,23
"279",279,26,34,32,23,17,26
"280",280,33,32,30,23,17,30
"281",281,34,31,33,26,17,31
"282",282,36,32,33,27,18,32
"283",283,38,30,37,27,17,30
"284",284,39,31,38,27,15,31
"285",285,38,29,42,26,16,29
"286",286,37,30,38,33,17,33
"287",287,37,32,37,41,16,37
"288",288,41,30,41,40,16,40
"289",289,41,29,41,41,15,41
"290",290,42,28,40,40,14,40
"291",291,49,28,38,40,14,38
"292",292,45,28,36,41,16,36
"293",293,45,27,36,44,19,36
"294",294,40,29,37,46,19,37
"295",295,41,30,39,45,18,39
"296",296,41,28,38,42,18,38
"297",297,44,27,36,42,16,36
"298",298,43,29,37,38,16,37
"299",299,42,28,36,41,14,36
"300",300,41,26,37,43,14,37
"301",301,41,26,26,43,12,26
"302",302,43,26,28,44,13,28
"303",303,43,26,25,44,15,26
"304",304,43,26,23,46,15,26
"305",305,43,29,21,48,16,29
"306",306,45,27,25,48,11,27
"307",307,44,26,27,46,10,27
"308",308,44,28,26,44,11,28
"309",309,41,26,26,42,10,26
"310",310,40,27,24,41,11,27
"311",311,38,24,25,37,8,25
"312",312,36,27,27,39,9,27
"313",313,35,26,26,36,10,26
"314",314,35,24,27,37,9,27
"315",315,36,22,25,37,9,25
"316",316,35,22,21,36,9,22
"317",317,33,21,20,36,11,21
"318",318,36,23,18,34,11,23
"319",319,37,27,18,35,9,27
"320",320,35,25,20,38,11,25
"321",321,34,24,20,36,10,24
"322",322,33,22,19,36,12,22
"323",323,35,22,20,37,11,22
"324",324,34,22,17,38,11,22
"325",325,37,19,17,38,11,19
"326",326,34,20,17,39,11,20
"327",327,35,21,16,43,11,21
"328",328,33,21,15,43,11,21
"329",329,34,21,16,44,11,21
"330",330,33,21,15,43,10,21
"331",331,31,22,15,43,10,22
"332",332,34,21,13,43,10,21
"333",333,28,20,12,43,9,20
"334",334,25,17,13,42,8,17
"335",335,25,18,13,38,7,18
"336",336,27,15,13,41,8,15
"337",337,26,14,16,35,8,16
"338",338,27,14,18,34,8,18
"339",339,30,14,19,33,8,19
"340",340,29,15,19,32,8,19
"341",341,30,16,18,31,7,18
"342",342,29,18,19,31,7,19
"343",343,29,18,22,28,6,22
"344",344,29,17,19,26,6,19
"345",345,30,20,20,26,6,20
"346",346,27,20,22,23,5,22
"347",347,27,18,21,24,4,21
"348",348,27,19,20,23,3,20
"349",349,27,17,24,19,3,19
"350",350,25,16,26,23,4,23
"351",351,26,12,25,22,3,22
"352",352,27,13,25,22,4,22
"353",353,26,13,23,22,4,22
"354",354,27,12,20,23,3,20
"355",355,29,12,19,23,2,19
"356",356,28,13,20,25,2,20
"357",357,28,14,20,25,3,20
"358",358,29,15,16,26,3,16
"359",359,27,14,17,25,5,17
"360",360,24,12,18,26,5,18
"361",361,23,15,19,25,5,19
"362",362,26,16,20,23,4,20
"363",363,27,14,19,24,4,19
"364",364,28,15,19,25,5,19
"365",365,28,15,18,27,7,18
"366",366,28,15,19,24,9,19
"367",367,30,16,21,26,13,21
"368",368,26,14,18,27,13,18
"369",369,26,14,18,25,16,18
"370",370,24,13,15,30,15,15
"371",371,25,13,15,35,18,18
"372",372,23,12,14,35,20,20
"373",373,23,13,14,33,22,22
"374",374,22,14,14,32,23,22
"375",375,18,13,15,31,28,18
"376",376,20,11,14,30,29,20
"377",377,17,13,13,30,31,17
"378",378,18,12,14,29,33,18
"379",379,19,11,14,31,30,19
"380",380,20,12,13,31,29,20
"381",381,21,12,13,29,29,21
"382",382,18,11,12,28,30,18
"383",383,18,10,9,26,34,18
"384",384,17,10,9,25,34,17
"385",385,17,10,10,23,35,17
"386",386,17,11,11,22,35,17
"387",387,18,11,11,22,37,18
"388",388,19,13,12,22,40,19
"389",389,18,13,12,19,41,18
"390",390,15,15,12,20,41,15
"391",391,15,14,12,21,43,15
"392",392,16,16,11,22,43,16
"393",393,18,13,10,24,44,18
"394",394,16,12,9,23,42,16
"395",395,16,13,9,25,37,16
"396",396,16,12,9,27,37,16
"397",397,14,11,9,25,41,14
"398",398,14,11,10,23,40,14
"399",399,14,11,11,21,39,14
"400",400,13,11,11,22,38,13
"401",401,11,12,12,21,36,12
"402",402,13,12,12,20,38,13
"403",403,13,11,13,19,36,13
"404",404,13,9,12,19,38,13
"405",405,14,11,12,17,36,14
"406",406,15,10,12,18,34,15
"407",407,14,11,12,16,35,14
"408",408,14,10,11,16,35,14
"409",409,13,13,9,14,35,13
"410",410,14,14,11,16,37,14
"411",411,14,15,10,16,37,15
"412",412,11,16,10,17,35,16
"413",413,11,15,10,17,34,15
"414",414,11,15,8,17,36,15
"415",415,10,17,8,16,36,16
"416",416,11,16,9,15,35,15
"417",417,10,15,8,15,31,15
"418",418,10,14,7,15,32,14
"419",419,9,14,8,15,31,14
"420",420,10,11,8,15,30,11
"421",421,10,12,8,15,27,12
"422",422,10,14,7,15,27,14
"423",423,9,13,7,14,25,13
"424",424,10,13,7,13,25,13
"425",425,10,12,9,14,22,12
"426",426,13,12,9,13,22,13
"427",427,12,12,8,13,21,12
"428",428,10,11,6,13,21,11
"429",429,8,9,7,11,23,9
"430",430,8,9,7,11,24,9
"431",431,9,7,7,11,22,9
"432",432,10,8,7,10,21,10
"433",433,10,8,7,10,20,10
"434",434,10,8,6,11,19,10
"435",435,10,9,6,13,20,10
"436",436,10,8,4,14,19,10
"437",437,8,8,3,16,18,8
"438",438,7,8,3,15,15,8
"439",439,7,8,3,14,18,8
"440",440,6,8,3,14,16,8
"441",441,6,9,3,14,15,9
"442",442,5,11,3,12,17,11
"443",443,6,10,2,13,18,10
"444",444,4,9,2,12,19,9
"445",445,4,8,2,12,19,8
"446",446,4,8,2,12,18,8
"447",447,4,7,2,13,18,7
"448",448,4,7,3,14,16,7
"449",449,4,8,5,15,14,8
"450",450,3,8,4,16,16,8
"451",451,3,7,4,16,17,7
"452",452,3,8,4,16,18,8
"453",453,4,6,7,18,16,7
"454",454,5,6,7,16,15,7
"455",455,6,5,7,13,16,7
"456",456,6,4,11,13,17,11
"457",457,7,5,13,13,18,13
"458",458,7,5,17,14,17,14
"459",459,7,4,17,13,18,13
"460",460,7,4,18,12,18,12
"461",461,7,4,20,10,17,10
"462",462,7,5,22,9,18,9
"463",463,6,5,24,9,20,9
"464",464,6,6,31,8,16,8
"465",465,6,6,30,9,18,9
"466",466,7,6,42,9,18,9
"467",467,7,6,48,7,16,7
"468",468,5,6,48,7,18,7
"469",469,4,6,48,7,17,7
"470",470,4,6,48,6,15,6
"471",471,4,6,51,6,19,6
"472",472,3,6,54,6,22,6
"473",473,4,6,55,5,21,6
"474",474,4,6,58,5,21,6
"475",475,4,6,55,6,22,6
"476",476,5,5,52,6,21,6
"477",477,4,5,55,7,21,7
"478",478,4,4,51,7,20,7
"479",479,4,4,51,7,19,7
"480",480,3,3,48,6,17,6
"481",481,3,3,46,6,15,6
"482",482,3,3,47,6,15,6
"483",483,3,3,47,6,14,6
"484",484,3,3,46,6,15,6
"485",485,3,3,46,6,14,6
"486",486,3,3,45,6,13,6
"487",487,3,3,48,6,13,6
"488",488,3,3,51,6,12,6
"489",489,2,3,52,5,13,5
"490",490,2,3,50,5,12,5
"491",491,1,3,50,4,13,4
"492",492,0,2,49,5,14,5
"493",493,0,3,46,6,14,6
"494",494,1,3,44,6,12,6
"495",495,1,3,47,6,13,6
"496",496,1,3,44,5,14,5
"497",497,0,3,43,5,14,5
"498",498,0,3,42,5,14,5
"499",499,1,3,42,5,15,5
"500",500,1,3,41,5,15,5
"501",501,1,3,40,5,14,5
"502",502,3,3,38,5,12,5
"503",503,3,4,36,5,12,5
"504",504,4,3,33,5,10,5
"505",505,6,3,33,3,9,6
"506",506,9,2,32,3,9,9
"507",507,12,2,30,3,7,7
"508",508,13,3,27,3,9,9
"509",509,13,3,26,3,9,9
"510",510,17,4,27,4,6,6
"511",511,16,5,26,4,6,6
"512",512,20,5,26,4,6,6
"513",513,32,7,28,3,8,8
"514",514,32,8,25,4,10,10
"515",515,33,11,24,4,10,11
"516",516,33,14,26,4,9,14
"517",517,35,15,26,4,10,15
"518",518,41,18,25,3,11,18
"519",519,47,15,25,3,9,15
"520",520,49,14,27,2,7,14
"521",521,53,13,26,1,7,13
"522",522,52,15,24,1,7,15
"523",523,51,18,21,1,7,18
"524",524,52,20,18,1,7,18
"525",525,56,25,20,2,7,20
"526",526,53,26,21,3,6,21
"527",527,52,26,20,3,6,20
"528",528,53,29,19,2,7,19
"529",529,55,27,19,2,5,19
"530",530,57,30,18,2,6,18
"531",531,57,31,19,2,6,19
"532",532,55,35,20,2,6,20
"533",533,54,33,21,2,6,21
"534",534,52,34,22,3,6,22
"535",535,49,35,22,3,6,22
"536",536,48,34,22,5,4,22
"537",537,51,30,23,5,4,23
"538",538,53,31,21,6,3,21
"539",539,53,32,18,7,5,18
"540",540,55,32,19,7,5,19
"541",541,58,31,16,7,6,16
"542",542,59,33,17,6,6,17
"543",543,53,36,16,8,6,16
"544",544,50,34,18,9,7,18
"545",545,50,33,16,8,7,16
"546",546,51,34,18,10,7,18
"547",547,52,31,17,14,6,17
"548",548,51,29,18,18,6,18
"549",549,51,31,17,22,6,22
"550",550,49,32,18,18,6,18
